text,label
Status update: Zero water level issues found at the office,No Damage
"Notice of catastrophic total failure of the building. The structure itself, along with the HVAC and clothing are gone completely.",Destroyed
Claim detail: moderate to severe water damage to the structural support and living room,Medium Damage
Happy to report the shop including the delicate couch were not touched by water and are in perfect condition.,No Damage
"We lost the mattress , the fridge , and the entire downstairs drywall from the sewage backup.",Medium Damage
just an update found a small amount of water by the front door could be worse,Low Damage
Minor flooding hit the driveway gravel and didn't touch the HVAC in the main living area.,Low Damage
minor issue only a little mud in the yard thank god,Low Damage
Status update: No evidence of moisture found at the unit,No Damage
just an update just a splash of water in the basment could be worse,Low Damage
Happy to report the unit and all contents like the car are completely safe with zero damage.,No Damage
phew only a little puddles on the garage !,Low Damage
I can confirm that the cottage including the delicate electronics were not touched by water with zero damage.,No Damage
"The flood ruined our water heater , the washer , and the entire downstairs foundation due to the standing water.",Medium Damage
Property is salvageable although requires extensive remediation of ground floor as well as first floor,Medium Damage
hey got a lil bit of seepage on the driveway could be worse,Low Damage
"Notice of 100 percent casualty of the residence. Every single item, including the laptop and washer have been obliterated.",Destroyed
omg pls help our condo is totally obliterated :(,Destroyed
"We lost the bed , the water heater , and the entire downstairs flooring after the river crested.",Medium Damage
"Filing for a complete destruction event. The structure itself, along with the truck and the water heater have been obliterated.",Destroyed
Final assessment: Zero water level issues observed on the store,No Damage
"Water destroyed the washer , the HVAC , and the entire downstairs garage after the river crested.",Medium Damage
Thankfully just the driveway gravel but spared the washer upstairs.,Low Damage
Minor claim: cosmetic seepage affecting the kitchen,Low Damage
Assessment indicates slight water accumulation near the basement,Low Damage
The water only reached the bottom of the garage door and didn't touch the furnace inside the house.,Low Damage
blessed completely dry at our home woohoo,No Damage
sheesh water came up super high and trashed the botom floor completely smells horrible now,Medium Damage
literally crying our building is completely gone 😭,Destroyed
"We suffered a 100 percent casualty of the residence. All furnishings, such as the electronics and toys were washed away down the street.",Destroyed
fyi found a small amount of seepage near the garage easy fix,Low Damage
"Notice of total loss of property. All furnishings, such as the electronics and TV are gone completely.",Destroyed
help the cottage is totally obliterated :(,Destroyed
The water only reached the driveway gravel and didn't touch the clothing inside the house.,Low Damage
"Heavy damage to the truck , the water heater , and the entire downstairs walls after the river crested.",Medium Damage
Happy to report the unit and all contents like the television are completely safe with zero damage.,No Damage
"We lost the HVAC , the TV , and the entire downstairs ground floor because of the storm surge.",Medium Damage
We checked the condo and all contents like the laptop were not touched by water and are in perfect condition.,No Damage
dodged a bullet not a single drop at our residence 🙏,No Damage
Initial visual inspection: minor dampness in the windows,Low Damage
